CustomerKey,Gender,Name,City,State,Country,Continent,Birthday
355632,Female,Stephanie Warren,Vancouver,British Columbia,Canada,North America,1963-03-07
356049,Female,Lakisha Neil,Grassland,Alberta,Canada,North America,1948-10-12
356070,Male,Elias Ponce,Ottawa,Ontario,Canada,North America,1996-11-05
356191,Female,Sheila Shields,Sidney,British Columbia,Canada,North America,1957-02-05
356576,Male,Ralph McGlone,Fort Mcmurray,Alberta,Canada,North America,1950-05-05
356618,Male,David Toler,London,Ontario,Canada,North America,1943-08-10
356660,Male,Ed Barry,Canmore,Alberta,Canada,North America,1987-01-04
356810,Female,Paige Dickerson,Toronto,Ontario,Canada,North America,2001-07-12
356838,Female,Christina Williamson,London,Ontario,Canada,North America,1987-10-06
356908,Female,Diane Nieves,Toronto,Ontario,Canada,North America,1938-07-12
356963,Male,Howard Schram,Tilbury,Ontario,Canada,North America,1998-08-04
357041,Male,Kenneth Katz,Toronto,Ontario,Canada,North America,1980-12-09
357165,Female,Peggy Rodriguez,Lanark,Ontario,Canada,North America,1938-05-15
357376,Female,Adriana Riley,London,Ontario,Canada,North America,1997-01-27
357409,Female,Octavia Terrell,Windsor,Ontario,Canada,North America,1961-06-13
357410,Male,Francis Whiteman,Toronto,Ontario,Canada,North America,1983-07-17
357541,Female,Judith Turner,Prince George,British Columbia,Canada,North America,1952-06-18
357592,Male,Ivan Wise,Belleterre,Quebec,Canada,North America,2001-05-17
357825,Female,Darlene Evans,Aberdeen,Saskatchewan,Canada,North America,1945-08-17
357853,Female,Felisa Hopps,Hauterive,Quebec,Canada,North America,1959-01-21
357970,Male,Jose Thomas,Toronto,Ontario,Canada,North America,1971-01-03
357973,Female,Cheryl Maxwell,Surrey,British Columbia,Canada,North America,1937-01-22
358149,Female,Shirley Braley,Hamilton,Ontario,Canada,North America,1944-10-25
358229,Male,Brian Jones,Quebec,Quebec,Canada,North America,1938-04-11
358489,Female,Nilda Pickens,Victoria,British Columbia,Canada,North America,1969-07-04
358604,Male,Lawrence Bothwell,Trois Rivieres,Quebec,Canada,North America,1965-08-04
358635,Male,Gregory Pons,Campbell River,British Columbia,Canada,North America,1962-05-11
358637,Male,Jason Reed,Sudbury,Ontario,Canada,North America,1955-04-08
358665,Female,Nancy Jackson,Quebec,Quebec,Canada,North America,1941-02-05
358749,Female,Mary Howe,Kelowna,British Columbia,Canada,North America,1952-02-17
358861,Male,Clifford Marshall,Arnprior,Ontario,Canada,North America,1959-10-20
358880,Male,Sylvester Muncy,Kirkfield,Ontario,Canada,North America,1938-04-27
359037,Male,Calvin Walker,Calgary,Alberta,Canada,North America,1988-03-14
359297,Female,Courtney Menard,La Pocatiere,Quebec,Canada,North America,1998-05-07
359409,Female,Diana Richardson,Chicoutimi,Quebec,Canada,North America,1992-10-19
359587,Male,Kurt Manning,Oshawa,Ontario,Canada,North America,1957-10-15
360001,Male,Roman Humphrey,Vancouver,British Columbia,Canada,North America,1952-02-06
360241,Male,Colin Rollin,Toronto,Ontario,Canada,North America,1949-04-03
360378,Male,Vincent Matus,Montreal,Quebec,Canada,North America,1979-02-11
360610,Male,Edward Gutierrez,Montreal,Quebec,Canada,North America,1937-01-31
360795,Male,Mark Hoffman,Faro,Yukon,Canada,North America,1994-11-30
360894,Male,Ronald Gothard,London,Ontario,Canada,North America,1975-02-24
361214,Female,Hilda Kuykendall,Calgary,Alberta,Canada,North America,1958-01-02
361237,Male,Christopher Sanders,Calgary,Alberta,Canada,North America,1962-03-09
361450,Female,Cheri Lunceford,Victoria,British Columbia,Canada,North America,1983-06-17
361691,Female,Tina Hall,Trois Rivieres,Quebec,Canada,North America,1988-01-02
361945,Male,Charles Hutchison,Calgary,Alberta,Canada,North America,1991-02-26
362027,Male,Carl Jones,Cumberland,British Columbia,Canada,North America,1980-05-25
362095,Female,Debra Pratt,Toronto,Ontario,Canada,North America,1968-07-23
362120,Female,Katherine Petty,Nanaimo,British Columbia,Canada,North America,1973-07-13
362234,Female,Audrey Felice,Terrace,British Columbia,Canada,North America,1976-03-25
362263,Male,Mario Ellis,Montreal,Quebec,Canada,North America,1952-11-16
362479,Female,Angela Alexander,St Leonard D'aston,Quebec,Canada,North America,1994-04-06
362960,Female,Brittany Visser,Houston,British Columbia,Canada,North America,1941-10-04
362993,Male,Leo Schaal,Prince George,British Columbia,Canada,North America,1938-06-16
363382,Male,Shane Landry,Toronto,Ontario,Canada,North America,1964-09-20
363462,Male,Robert Kirwin,Notre Dame De La Paix,Quebec,Canada,North America,1941-03-14
363524,Male,Clifton Dortch,Elgin,Ontario,Canada,North America,1993-03-12
363584,Female,Mandy Serna,Richmond,British Columbia,Canada,North America,1977-06-08
363712,Male,Terry Maze,St Laurent,Quebec,Canada,North America,1981-10-19
363872,Female,Sylvia Crabtree,Montreal,Quebec,Canada,North America,1988-10-22
363898,Male,Hassan Turner,Etobicoke,Ontario,Canada,North America,1956-08-09
364612,Female,Dorothy Collins,Mactier,Ontario,Canada,North America,1937-11-14
364626,Male,Daniel Mabry,Windsor,Ontario,Canada,North America,1957-08-23
364677,Female,Doris Duncan,Red Deer,Alberta,Canada,North America,1944-06-08
364718,Female,Viola Albers,Montreal,Quebec,Canada,North America,1968-02-25
364812,Female,Anne Ervin,Fulford Harbour,British Columbia,Canada,North America,2000-01-03
364820,Male,Robert Newsome,Fond Du Lac,Saskatchewan,Canada,North America,1988-04-21
364852,Female,Ruth Leslie,Calgary,Alberta,Canada,North America,1953-12-01
365088,Male,Richie Bush,Leamington,Ontario,Canada,North America,1979-08-09
365200,Female,Jennifer Gore,Regina,Saskatchewan,Canada,North America,1948-06-16
365565,Male,Guy Musser,London,Ontario,Canada,North America,1980-11-30
365593,Male,Wesley Currie,Lansdowne,Ontario,Canada,North America,1976-07-22
365703,Female,Fran Staton,Montreal,Quebec,Canada,North America,1955-03-03
365906,Female,Wilma Judy,Windsor,Ontario,Canada,North America,1964-08-30
365927,Female,Lisa Saunders,Owen Sound,Ontario,Canada,North America,1966-09-19
365953,Female,Wendy Miller,Toronto,Ontario,Canada,North America,1968-03-27
366019,Female,Ruth Barnes,Sherbrooke,Quebec,Canada,North America,1957-12-27
366123,Male,Joseph Rockey,Renfrew,Ontario,Canada,North America,1945-05-30
366153,Female,Evelyn Hernandez,Avonlea,Saskatchewan,Canada,North America,1975-01-09
366250,Male,Robert Weiss,Kanata,Ontario,Canada,North America,1949-11-08
366365,Male,Scott Knox,Decker Lake,British Columbia,Canada,North America,1991-09-12
366380,Male,John Marson,Toronto,Ontario,Canada,North America,1964-01-08
366500,Female,Victoria Ortiz,Kitscoty,Alberta,Canada,North America,1943-09-12
366774,Male,Jacob Scott,Calgary,Alberta,Canada,North America,1968-09-29
366856,Male,Peter South,Lethbridge,Alberta,Canada,North America,1970-11-06
366908,Female,Betty Salerno,Montreal,Quebec,Canada,North America,1989-09-18
367004,Male,Billy Winston,Toronto,Ontario,Canada,North America,1941-12-14
367131,Female,Heather Henderson,Belleville,Ontario,Canada,North America,1941-01-20
367191,Male,Ralph Dye,Saskatoon,Saskatchewan,Canada,North America,1959-12-09
367214,Male,Isaac Hund,Guelph,Ontario,Canada,North America,1945-11-29
367215,Female,Harriet Evans,Woodstock,Ontario,Canada,North America,1948-11-25
367332,Female,Mary Washington,Notre Dame Des Laurentides,Quebec,Canada,North America,1981-11-21
367414,Male,Charles Slye,Montreal,Quebec,Canada,North America,1972-11-26
367715,Female,Anne Stephens,Bonaventure,Quebec,Canada,North America,1954-01-24
367753,Male,Scott Fennell,Montreal,Quebec,Canada,North America,1958-02-01
367824,Female,Shelly Pitchford,Edmonton,Alberta,Canada,North America,1994-01-25
367880,Male,Anthony Kelly,Belleville,Ontario,Canada,North America,1983-08-30
368115,Female,Wanita Woods,Port Franks,Ontario,Canada,North America,2000-07-18
368181,Female,Ada Smith,Toronto,Ontario,Canada,North America,1992-07-03
368190,Female,Irma Trujillo,Rosalind,Alberta,Canada,North America,1975-01-14
368277,Male,Michael Bradley,Vancouver,British Columbia,Canada,North America,1936-07-31
368295,Female,Margarita Mayle,Riviere Du Loup,Quebec,Canada,North America,1953-04-10
368405,Male,Jack Hilburn,Vancouver,British Columbia,Canada,North America,1986-04-25
368445,Female,Aida Martin,Drummondville,Quebec,Canada,North America,1950-07-15
368584,Female,Grace Dodds,Rimouski,Quebec,Canada,North America,1978-02-20
368610,Female,Monica Fish,Montreal,Quebec,Canada,North America,1999-06-17
368827,Female,Catherine Pipkin,Toronto,Ontario,Canada,North America,1982-05-22
368957,Male,Timothy Dickens,Gibsons,British Columbia,Canada,North America,1976-04-05
369446,Female,Barbara Denniston,Calgary,Alberta,Canada,North America,1995-05-31
369604,Male,Claude Brown,Malartic,Quebec,Canada,North America,1949-06-10
369814,Female,Linda Jones,Longueuil,Quebec,Canada,North America,1970-10-19
369858,Male,Willie Jackson,Inuvik,Northwest Territories,Canada,North America,1994-04-10
370019,Male,James Bailey,Ottawa,Ontario,Canada,North America,1992-04-07
370077,Female,Carlota Etzel,Sainte-Gertrude,Quebec,Canada,North America,1971-02-02
370149,Female,Hazel Hobart,New Westminster,British Columbia,Canada,North America,1935-02-13
370810,Female,Ruby Turner,Toronto,Ontario,Canada,North America,1953-02-08
370811,Male,Richard Mazzarella,Vancouver,British Columbia,Canada,North America,1993-05-28
370829,Male,Roy Horne,Didsbury,Alberta,Canada,North America,1975-09-06
370964,Male,Freeman Gaither,Lavaltrie,Quebec,Canada,North America,1955-02-02
371426,Male,Samuel Berry,Caledon East,Ontario,Canada,North America,1940-11-28
371459,Female,Eleanor Hartley,Malton,Ontario,Canada,North America,1977-11-16
371706,Male,Peter Schaper,Edmonton,Alberta,Canada,North America,1949-09-30
372075,Male,Robert Gulley,Unionville,Ontario,Canada,North America,1954-11-15
372299,Female,Kathryn Watkins,Preston,Ontario,Canada,North America,1992-08-20
372304,Male,William Taylor,Trail,British Columbia,Canada,North America,1977-04-03
372379,Male,Edward Murray,Paris,Ontario,Canada,North America,1958-05-23
372476,Male,Jose Taranto,Mayne Island,British Columbia,Canada,North America,1968-06-07
372516,Male,James Billings,Toronto,Ontario,Canada,North America,1945-02-12
372525,Male,Howard Shepherd,Strongfield,Saskatchewan,Canada,North America,1952-06-09
372672,Male,Leo Goyette,Montreal,Quebec,Canada,North America,1958-10-22
372694,Male,Douglas Stockard,STAVELY,Alberta,Canada,North America,1997-08-04
373120,Male,Richard Wilson,KINGSTON,Ontario,Canada,North America,1954-03-11
373334,Male,Alexander Jennings,Montreal,Quebec,Canada,North America,1947-08-11
373683,Male,Steven Roberson,Campbell River,British Columbia,Canada,North America,1994-01-17
373738,Male,Joseph Davis,Sudbury,Ontario,Canada,North America,1948-04-10
373746,Female,Megan Roundy,Chicoutimi,Quebec,Canada,North America,1991-06-22
373815,Male,Michael Hall,Beaver Creek,Yukon,Canada,North America,1994-11-11
373822,Female,Kim Braun,St Laurent,Quebec,Canada,North America,1956-05-16
373938,Male,Stephen Sterling,Temagami,Ontario,Canada,North America,1951-11-07
374045,Female,Diane Gilmore,Montreal,Quebec,Canada,North America,1939-12-14
374192,Female,Sheryl Rickard,Hughenden,Alberta,Canada,North America,1945-08-24
374235,Female,Elia Garcia,Peace River,Alberta,Canada,North America,1993-05-08
374242,Female,Carol Abraham,Hull,Quebec,Canada,North America,1951-02-18
374334,Male,John Baker,Innisfree,Alberta,Canada,North America,1986-09-05
374580,Female,Lucila Hession,Toronto,Ontario,Canada,North America,1990-09-09
374720,Female,Dawn Nino,Toronto,Ontario,Canada,North America,1935-08-07
374823,Male,Robert Lineberger,Toronto,Ontario,Canada,North America,2001-08-28
375225,Male,Joseph Morales,Vancouver,British Columbia,Canada,North America,1945-11-15
375359,Male,Mark Cox,Port Colborne,Ontario,Canada,North America,1952-06-05
375376,Male,Maynard Hazelwood,Hamilton,Ontario,Canada,North America,1950-07-08
375384,Female,Nina Machado,Toronto,Ontario,Canada,North America,1987-10-18
375538,Male,Edgar Williams,Ottawa,Ontario,Canada,North America,1951-09-07
375770,Male,John Elswick,Windsor,Ontario,Canada,North America,1988-10-29
376019,Female,Lisa Parkes,Windsor,Ontario,Canada,North America,1964-01-21
376037,Female,Donna Holbrook,Lambeth,Ontario,Canada,North America,1969-11-04
376053,Female,Helen Dobos,Winnipeg,Manitoba,Canada,North America,1984-01-15
376607,Female,Monnie Terry,Grande Prairie,Alberta,Canada,North America,1955-08-07
376862,Female,Christina Conger,Toronto,Ontario,Canada,North America,1959-12-03
376933,Female,Stephanie Nolan,Grande Cache,Alberta,Canada,North America,1951-09-21
376965,Male,Thomas Summers,Victoria,British Columbia,Canada,North America,1972-05-25
376977,Male,William Schmidt,Sherbrooke,Quebec,Canada,North America,1971-09-08
377340,Male,Donald Williams,Estevan,Saskatchewan,Canada,North America,1974-08-29
377487,Male,Francisco Alexander,Cornwall,Ontario,Canada,North America,1960-02-01
377521,Male,Steve Lowe,Jasper,Alberta,Canada,North America,1987-04-01
377690,Male,John Rodriguez,Montreal,Quebec,Canada,North America,1936-05-06
377745,Male,Nicholas Nall,St Gedeon De Beauce,Quebec,Canada,North America,1969-03-26
377854,Male,Clarence Bell,Toronto,Ontario,Canada,North America,1969-10-04
378008,Male,Noel Nanney,Brampton,Ontario,Canada,North America,1952-01-23
378023,Female,Holly Tait,Saskatoon,Saskatchewan,Canada,North America,1935-03-05
378059,Male,Robert Lewis,Vancouver,British Columbia,Canada,North America,1977-09-03
378064,Female,Sandra Britton,Edmonton,Alberta,Canada,North America,1940-03-08
378117,Female,Rita Butler,Chicoutimi,Quebec,Canada,North America,1974-03-17
378411,Male,Derrick Davenport,Shawinigan,Quebec,Canada,North America,1967-03-08
378574,Female,Sol Barron,Giscome,British Columbia,Canada,North America,1981-02-03
378610,Male,Douglas Davis,Winnipeg,Manitoba,Canada,North America,1953-12-04
378751,Female,Stephanie Mills,Montreal,Quebec,Canada,North America,1976-03-10
378833,Female,April Sato,Oakville,Ontario,Canada,North America,1941-05-29
379002,Male,Joshua George,Montreal,Quebec,Canada,North America,1959-05-27
379021,Male,Nicholas McCrae,Montreal,Quebec,Canada,North America,1941-12-11
379142,Male,Charles Morrissey,Halifax,Nova Scotia,Canada,North America,1993-09-24
379536,Male,Coleman Smith,Thorhild,Alberta,Canada,North America,1978-04-01
379770,Male,Louis Stringfellow,Calgary,Alberta,Canada,North America,1969-08-04
379953,Male,Shaun Tillman,Grande Prairie,Alberta,Canada,North America,1999-07-01
380032,Female,Christina Freeman,Toronto,Ontario,Canada,North America,1967-07-15
380256,Male,Rodney Prince,Rosetown,Saskatchewan,Canada,North America,1981-12-05
380313,Male,Kevin Peter,Vancouver,British Columbia,Canada,North America,1972-03-26
380462,Female,Doris Orr,Coe Hill,Ontario,Canada,North America,1974-05-06
380675,Female,Lee Neeley,Foam Lake,Saskatchewan,Canada,North America,1967-08-22
380891,Male,David Burgess,Rock Creek,British Columbia,Canada,North America,1976-09-11
380931,Male,William Post,Toronto,Ontario,Canada,North America,1956-01-30
381061,Male,Amos Dill,Saskatoon,Saskatchewan,Canada,North America,1971-01-10
381140,Female,Merle Sutton,Toronto,Ontario,Canada,North America,1962-02-08
381188,Male,Albert Hood,Mayo,Yukon,Canada,North America,1963-10-24
381223,Female,Amy Cribbs,Slave Lake,Alberta,Canada,North America,1936-07-26
381230,Male,William Brown,Prince Albert,Saskatchewan,Canada,North America,1939-10-24
381255,Female,Vikki Heskett,Sault Ste Marie,Ontario,Canada,North America,2000-02-10
381459,Male,Patrick Foley,Richmond Hill,Ontario,Canada,North America,1973-02-18
381656,Female,Marie Lewis,Fort Saskatchewan,Alberta,Canada,North America,1935-03-09
381830,Male,David Franklin,Edmonton,Alberta,Canada,North America,1959-06-04
381991,Female,Helen Sonnier,Montreal,Quebec,Canada,North America,1999-10-03
382089,Female,Adele Beatty,St Sebastien De Frontenac,Quebec,Canada,North America,1963-01-02
382095,Female,Sarah Riser,Sidney,British Columbia,Canada,North America,1948-07-26
382178,Male,Troy Ruch,Halifax,Nova Scotia,Canada,North America,1935-08-17
382291,Female,Heidi Exum,Montreal,Quebec,Canada,North America,1960-09-22
382347,Female,Mary Monroe,Woodbridge,Ontario,Canada,North America,1964-04-10
382379,Male,Michael Miller,Toronto,Ontario,Canada,North America,2000-09-29
382489,Female,Barbara Baker,Vidir,Manitoba,Canada,North America,1953-09-26
382538,Female,Michele Ortega,Toronto,Ontario,Canada,North America,1935-11-25
382539,Female,Mayra Bramble,Brampton,Ontario,Canada,North America,1992-01-20
382565,Male,Stephen Matthews,Dillon,Saskatchewan,Canada,North America,1963-05-01
382843,Male,Harold Chang,Malton,Ontario,Canada,North America,1964-02-12
382932,Male,Michael French,Toronto,Ontario,Canada,North America,1950-12-27
382960,Female,Velia Phillips,Winnipeg,Manitoba,Canada,North America,2000-12-10
383007,Female,Michelle Lafountain,Ottawa,Ontario,Canada,North America,1982-12-16
383111,Male,Ross Steadham,Ellerslie,Prince Edward Island,Canada,North America,1991-05-04
383155,Male,Chris Hawkins,Blackstock,Ontario,Canada,North America,1956-04-26
383207,Male,Robert Brown,Quebec,Quebec,Canada,North America,1974-06-18
383209,Female,Nina Levine,Harrow,Ontario,Canada,North America,2000-02-24
383279,Male,Neal Hirsch,Richmond Hill,Ontario,Canada,North America,1994-05-31
383459,Male,Clarence Collins,Oakville,Ontario,Canada,North America,1984-10-09
383528,Female,Susan Scudder,Warren,Ontario,Canada,North America,1999-12-09
383902,Female,Theresa McCormick,Medicine Hat,Alberta,Canada,North America,1997-07-26
384493,Male,James Valentin,Stirling,Alberta,Canada,North America,1983-06-14
384783,Male,Steven Mason,Burlington,Ontario,Canada,North America,2002-01-12
384911,Female,Lizzie Bivona,Toronto,Ontario,Canada,North America,1967-12-07
385255,Female,Josephine Callahan,Toronto,Ontario,Canada,North America,1957-11-10
385309,Male,Michael Garcia,Cornwall,Ontario,Canada,North America,1945-11-04
385392,Female,Maurine Wolfe,Montreal,Quebec,Canada,North America,1979-01-11
385527,Male,Raymond Taylor,Toronto,Ontario,Canada,North America,1943-12-15
385590,Male,Marcus Jackson,Thamesville,Ontario,Canada,North America,1937-08-31
385627,Male,John Prince,Claresholm,Alberta,Canada,North America,1997-11-15
385643,Male,Michael Pulido,Nanaimo,British Columbia,Canada,North America,1940-03-12
385734,Male,David Culbertson,Sidney,British Columbia,Canada,North America,1994-08-28
385794,Female,John Hess,Red Lake,Ontario,Canada,North America,1959-04-25
385817,Male,Dennis Moody,Timmins,Ontario,Canada,North America,1945-05-01
385854,Female,Ruth Erdmann,Vancouver,British Columbia,Canada,North America,1987-09-25
385893,Male,Willie Lauer,Oil Springs,Ontario,Canada,North America,1952-04-04
385971,Female,Staci Harris,Oshawa,Ontario,Canada,North America,1970-07-08
386552,Female,Mary Hammock,Malartic,Quebec,Canada,North America,1938-10-06
386574,Male,Richard Keith,Toronto,Ontario,Canada,North America,1987-12-07
386609,Female,Catherine McRee,London,Ontario,Canada,North America,1984-11-04
386720,Female,Meghan Brickey,Surrey,British Columbia,Canada,North America,1978-07-11
387016,Female,Joyce Schneider,Ottawa,Ontario,Canada,North America,1982-07-27
387136,Male,Peter Dunbar,Parksville,British Columbia,Canada,North America,1999-02-02
387148,Female,Marianna Carroll,Castor,Alberta,Canada,North America,1957-12-21
387369,Female,Evelyn Gutierrez,Glenfinnan,Prince Edward Island,Canada,North America,1984-09-12
387372,Female,Stepanie Soares,Toronto,Ontario,Canada,North America,1938-01-23
387530,Male,Kevin Houser,Orillia,Ontario,Canada,North America,1977-09-02
387658,Male,William Conn,Toronto,Ontario,Canada,North America,1957-10-01
387704,Female,Michelle Scoggins,Lethbridge,Alberta,Canada,North America,1965-01-13
387809,Female,Linda Anderson,Vancouver,British Columbia,Canada,North America,1935-11-16
388230,Female,Julia Hobbs,Red Deer,Alberta,Canada,North America,1949-01-30
388276,Male,Oliver Fraley,Toronto,Ontario,Canada,North America,1961-12-07
388302,Female,Kathryn Rush,Quesnel,British Columbia,Canada,North America,1939-12-15
388416,Female,Janice Moore,West Vancouver,British Columbia,Canada,North America,1997-05-10
388422,Male,John Hawthorne,Birch Hills,Saskatchewan,Canada,North America,1974-07-28
388648,Female,Kim Babcock,Clyde River,Nunavut,Canada,North America,1949-07-03
388855,Female,Natasha Stacey,Vancouver,British Columbia,Canada,North America,1967-03-27
388968,Female,Bernice Reed,Grise Fiord,Nunavut,Canada,North America,1944-11-21
388990,Male,Robert Magers,Calgary,Alberta,Canada,North America,1960-07-02
389013,Female,Carolyn Benn,Campbellford,Ontario,Canada,North America,1976-05-10
389130,Male,Keith Montgomery,Mount Herbert,Prince Edward Island,Canada,North America,1997-07-18
389303,Male,Mark Whitt,Fort St John,British Columbia,Canada,North America,1985-03-12
389346,Female,Sandra Cox,Ottawa,Ontario,Canada,North America,1988-12-01
389421,Female,Jennifer Johnson,Ottawa,Ontario,Canada,North America,1995-10-04
389462,Female,Mary Korman,Trois Rivieres,Quebec,Canada,North America,1993-07-01
389486,Male,William Weatherford,Stayner,Ontario,Canada,North America,1972-04-13
389532,Male,William Garcia,Leamington,Ontario,Canada,North America,1992-05-03
389592,Male,David Lanza,Fort St John,British Columbia,Canada,North America,1973-11-27
389928,Male,Felix Thompson,Toronto,Ontario,Canada,North America,1996-06-22
390031,Female,Toni Ladouceur,Chatham,Ontario,Canada,North America,1946-05-22
390201,Male,Joshua Daily,Guelph,Ontario,Canada,North America,1979-09-04
390781,Male,Steve Dwyer,Montreal,Quebec,Canada,North America,1956-10-27
390804,Male,Alphonso Simon,L'etape,Quebec,Canada,North America,1947-05-13
390807,Male,Daniel Taylor,Toronto,Ontario,Canada,North America,1973-02-15
390926,Female,Grace Schweitzer,Montreal,Quebec,Canada,North America,1996-10-02
391003,Female,Ashley Jackson,Unionville,Ontario,Canada,North America,1942-03-30
391082,Female,Jena Bryant,Qualicum Beach,British Columbia,Canada,North America,1954-02-15
391353,Male,Caleb Lomas,Trail,British Columbia,Canada,North America,1983-01-12
391380,Female,Bernice Sanchez,Quebec,Quebec,Canada,North America,1941-12-21
391464,Female,Phyllis Taylor,Toronto,Ontario,Canada,North America,1987-04-22
391619,Male,James Hicks,Sherbrooke,Quebec,Canada,North America,1945-09-07
391687,Male,Robert Yeomans,Whistler,British Columbia,Canada,North America,1938-03-24
391733,Male,David Johnson,Grande Prairie,Alberta,Canada,North America,2000-04-12
391761,Female,Regina Meyer,Sudbury,Ontario,Canada,North America,1950-11-09
391900,Male,Robert Cover,South Pickering,Ontario,Canada,North America,1994-01-27
392041,Male,Charles Vasquez,Calgary,Alberta,Canada,North America,1957-08-02
392118,Male,James Bell,Montreal,Quebec,Canada,North America,1950-03-03
392187,Male,Martin Gray,Vancouver,British Columbia,Canada,North America,1986-03-08
392359,Female,Susan Seaman,Toronto,Ontario,Canada,North America,1986-04-06
392372,Female,Ellen Bentley,Toronto,Ontario,Canada,North America,1967-03-15
392374,Male,Richard Hungate,Rolphton,Ontario,Canada,North America,1943-07-27
392376,Male,Samuel Close,Kemptville,Ontario,Canada,North America,1942-06-21
392676,Female,Blanche Lima,Prince George,British Columbia,Canada,North America,1971-12-27
392703,Male,William Woodhouse,Toronto,Ontario,Canada,North America,1940-07-13
393097,Female,Carol Larson,Toronto,Ontario,Canada,North America,1996-05-01
393616,Male,Donald McDonald,Cooksville,Ontario,Canada,North America,1950-06-13
393641,Male,Michael Lessard,Hamilton,Ontario,Canada,North America,1967-06-12
393739,Male,Willard Remington,Westmeath,Ontario,Canada,North America,1980-06-05
394173,Male,Jay Jones,Toronto,Ontario,Canada,North America,1959-05-22
394181,Female,Debbie Watkins,Dauphin,Manitoba,Canada,North America,1961-08-05
394231,Male,Ruben Webb,Bowden,Alberta,Canada,North America,1937-02-04
394434,Female,Melissa Anthony,CLYDE,Alberta,Canada,North America,1958-03-21
394530,Female,Mary Davis,Cornwall,Ontario,Canada,North America,1966-03-04
394778,Female,Melinda Santos,Brockville,Ontario,Canada,North America,1961-10-07
394802,Male,Robert Glenn,Montreal,Quebec,Canada,North America,1956-03-07
394929,Male,Leon Stout,Drummondville,Quebec,Canada,North America,1974-12-23
395073,Male,Michael Vandermark,Toronto,Ontario,Canada,North America,1983-01-03
395197,Male,Sean Waddell,Vancouver,British Columbia,Canada,North America,1958-09-27
395280,Female,Chris Duley,Hespeler,Ontario,Canada,North America,1960-04-24
395474,Male,Thomas Campos,Chesterville,Ontario,Canada,North America,1948-07-05
395664,Female,Janice Horner,Winnipeg,Manitoba,Canada,North America,1983-06-30
395914,Female,Nancy Estrada,Gorrie,Ontario,Canada,North America,1954-01-17
395963,Female,Kisha Bloch,Grayson,Saskatchewan,Canada,North America,1940-03-23
396388,Female,Annie Wright,Calgary,Alberta,Canada,North America,1985-10-29
396567,Female,Shawanda Abreu,Burnaby,British Columbia,Canada,North America,1959-08-23
396631,Male,William Miller,Casselman,Ontario,Canada,North America,1967-04-27
396894,Female,Sasha Cooper,Edmonton,Alberta,Canada,North America,1941-03-21
396944,Male,Zane Belgrave,Toronto,Ontario,Canada,North America,1975-09-21
396969,Female,Ethel Donovan,Toronto,Ontario,Canada,North America,1982-07-26
397223,Male,Clifford Glover,Woss,British Columbia,Canada,North America,1943-11-11
397267,Female,Karen Barrett,Kintore,Ontario,Canada,North America,1945-11-12
397285,Female,Stefani Atencio,Montreal,Quebec,Canada,North America,1949-06-19
397698,Male,Kenneth Simpson,Hope,British Columbia,Canada,North America,2000-05-09
397885,Female,Olga Nestor,Guelph,Ontario,Canada,North America,1955-08-20
397988,Male,Ryan Arnold,Toronto,Ontario,Canada,North America,1998-05-21
398049,Male,Richard Charley,Chilliwack,British Columbia,Canada,North America,1962-04-30
398056,Male,Daniel Runyon,Ottawa,Ontario,Canada,North America,1958-04-30
398085,Male,Jacob Mosley,Toronto,Ontario,Canada,North America,1990-04-22
398100,Male,Daniel Bray,Montreal,Quebec,Canada,North America,1944-02-24
398156,Male,Andrew Lott,Burlington,Ontario,Canada,North America,1963-01-10
398196,Female,Barbara List,Gibbons,Alberta,Canada,North America,1974-10-13
398311,Female,Shirley Moore,Chilliwack,British Columbia,Canada,North America,1941-04-12
398523,Male,Raymond Miller,St Clements,Ontario,Canada,North America,1969-07-09
398577,Male,Michael Cohen,Montreal,Quebec,Canada,North America,1973-02-21
398671,Male,Isaac Carroll,Vancouver,British Columbia,Canada,North America,1952-10-13
398708,Female,Deborah Painter,Quebec,Quebec,Canada,North America,1997-04-07
398751,Male,Jorge Morgan,Montreal,Quebec,Canada,North America,1997-04-08
398841,Male,Charles Cody,Victoria,British Columbia,Canada,North America,1990-07-15
399053,Female,Gloria Daley,Montreal,Quebec,Canada,North America,2000-03-05
399145,Male,Lucas Jones,Toronto,Ontario,Canada,North America,1990-12-02
399253,Female,Betty Harrell,Trois Rivieres,Quebec,Canada,North America,1987-08-04
399805,Female,Laura Carothers,Barons,Alberta,Canada,North America,1989-08-27
399877,Male,Micah Skaggs,Ottawa,Ontario,Canada,North America,1952-01-30
400009,Male,Sven Mahler,Fürstenberg,Brandenburg,Germany,Europe,1974-04-09
400031,Female,Marie Werfel,Mannweiler-Cölln,Rheinland-Pfalz,Germany,Europe,1992-02-11
400062,Male,Eric Drechsler,Lichtenfels,Freistaat Bayern,Germany,Europe,1963-12-19
400068,Female,Lisa Bachmeier,Ingelfingen,Baden-Württemberg,Germany,Europe,1997-10-10
400071,Male,Jonas Schmidt,Schweinfurt,Freistaat Bayern,Germany,Europe,1990-09-04
400379,Female,Lea Richter,Hausham,Freistaat Bayern,Germany,Europe,1994-04-18
400656,Female,Barbara Pfeiffer,Düsseldorf Hafen,Nordrhein-Westfalen,Germany,Europe,1975-06-15
400848,Female,Simone Loewe,Berghausen,Rheinland-Pfalz,Germany,Europe,1969-07-28
